density,kelvin_temperature
7624.92658783297,923.60721436
7624.47519204039,924.77524414
7624.02995221538,925.96726074
7623.69453097185,927.15195313
7623.14572968106,928.38815918
7622.76161577192,929.54782715
7622.35922401271,930.59915771
7621.80453289331,932.09769287
7621.43884925629,933.22592773
7620.99396397164,934.33829346
7620.4942922361,935.38950195
7620.00076513826,936.66281738
7619.60476024255,938.04208984
7619.22711487802,939.03861084
7618.71550360978,940.26938477
7618.28919928001,941.47739258
7617.83251329656,942.74985352
7617.32107239179,943.92886963
7616.90101521216,945.05026855
7616.45058603867,946.27866211
7616.03669767561,947.6598877
7615.54985366061,948.7104248
7615.17259320696,949.8329834
7614.67977205725,951.1322998
7614.19917138895,952.33823242
7613.87678713954,953.53183594
7613.40844199775,954.72989502
7612.96449370779,956.05533447
7612.44155509778,957.25772705
7612.10108617247,958.19632568
7611.56001837191,959.56381836
7611.12236749736,960.81967773
7610.65437803724,961.77011719
7610.2229117411,963.23026123
7609.75503288176,964.46787109
7609.42692877506,965.66654053
7608.91663275242,966.81326904
7608.48536346212,967.97598877
7607.96302313836,969.26425781
7607.52578579558,970.42349854
7607.16752969651,971.42258301
7606.71823406647,972.71591797
7606.1536859073,973.87229004
7605.76520910101,975.06009521
7605.29178874181,976.32828369
7604.83665964604,977.66422119
7604.46044297787,978.8019165
7604.00541339747,979.97855225
7603.56863081899,981.11624756
7603.06517234471,982.43875732
7602.59817316453,983.54611816
7602.14943394203,984.71256104
7601.84623673106,985.71451416
7601.349055733,987.07572021
7600.96112009387,988.39945068
7600.3852461167,989.45181885
7599.91859290756,990.64127197
7599.56103604801,991.84592285
7599.16716956084,993.02316895
7598.84605695636,994.30856934
7598.55524677293,995.36154785
7598.37957589154,996.7192749
7598.54313999826,997.84244385
7598.66429377042,999.14816895
7598.94903298735,1000.3977417
7599.40349128241,1001.39206543
7599.83979545018,1002.72159424
7600.39131085853,1004.0340332
7600.9186607165,1005.18967285
7601.59156300876,1006.27408447
7602.25249954684,1007.62576904
7602.79224485943,1008.61875
7603.28352844195,1010.09085693
7603.73241840549,1011.1253418
7604.1934861243,1012.53067627
7604.60607136412,1013.5451416
7604.81237235122,1014.74277344
7605.19469625316,1015.90982666
7605.47388598296,1017.10776367
7605.69236358674,1018.35935059
7605.86233302946,1019.60666504
7606.20830124061,1020.7036499
7606.34184806638,1021.88266602
7606.60289797164,1022.98374023
7606.70002641975,1024.31027832
7606.66359453425,1025.39639893
7606.71823406647,1026.78366699
7606.91251616682,1027.96134033
7607.19792452431,1029.26914063
7607.53795499259,1030.40421143
7607.85978575752,1031.68045654
7608.28492363516,1032.70493164
7608.4428368653,1033.92740479
7608.71009214529,1035.28781738
7608.9287726059,1036.52982178
7609.11102719054,1037.55661621
7609.48768728076,1038.7515625
7609.70641244172,1039.96451416
7609.91910396869,1041.2359375
7610.12567643777,1042.35617676
7610.49637299364,1043.56845703
7610.73338301938,1044.79611816
7610.94003346609,1045.99979248
7611.28648067735,1047.12460938
7611.56610096072,1048.35562744
7611.80926059768,1049.63480225
7612.10108617247,1050.81656494
7612.49021049531,1052.13016357
7613.01924070187,1053.1276001
7613.18950397383,1054.45975342
7613.65173624651,1055.48868408
7614.08359143992,1056.58054199
7614.34513919896,1057.92203369
7614.82577520661,1059.0428833
7615.25778051363,1060.22733154
7615.68981790266,1061.59750977
7616.18885978473,1062.6946167
7616.54187556491,1063.93033447
7617.15060735065,1065.05948486
7617.71073059405,1066.40109863
7618.19785093654,1067.50516357
7618.59978650954,1068.73056641
7619.22711487802,1069.95236816
7619.77538594787,1071.02805176
7620.15308568777,1072.40128174
7620.8903557231,1073.42404785
7621.41445578005,1074.72580566
7621.77405509464,1076.03317871
7622.44458912876,1077.17178955
7623.16405001868,1078.22415771
7623.5847643879,1079.4925293
7624.14583433065,1080.79953613
7624.65205468844,1081.99716797
7625.32921679503,1083.20505371
7625.8295228216,1084.44724121
7626.40313587895,1085.50968018
7626.90967301278,1086.74753418
7627.45292537448,1087.8564209
7627.91076560058,1089.05124512
7628.23433939242,1090.41885986
7628.6678674751,1091.51773682
7629.16248396442,1092.71048584
7629.22968589309,1093.95212402
7629.6388979253,1095.07474365
7629.83435265371,1096.51505127
7630.054249074,1097.5307373
7629.8526542404,1098.70090332
7630.04200773526,1099.89304199
7629.93207527263,1101.20267334
7629.77325181768,1102.49002686
7629.50449783299,1103.57602539
7629.19916563632,1104.64365234
7628.79000077115,1106.04935303
7628.33202105181,1107.27304688
7628.11224085831,1108.22495117
7627.59941876185,1109.5942749
7627.17213665026,1110.79910889
7626.57399836103,1111.89060059
7625.96375954558,1113.19266357
7625.49394321768,1114.36569824
7624.98149005143,1115.4680542
7624.43858968994,1116.6567749
7623.74331337282,1117.98312988
7623.13962857105,1119.26785889
7622.60919094311,1120.26254883
7621.94472713819,1121.60263672
7621.26819986717,1122.71011963
7620.64661555724,1123.87253418
7620.01905344989,1125.20853271
7619.3915777616,1126.38406982
7618.84948999363,1127.52139893
7618.24657994558,1128.71695557
7617.42456671019,1129.80612793
7616.97407561546,1131.06394043
7616.33493772923,1132.30948486
7615.72633630132,1133.47836914
7615.20908973181,1134.62711182
7614.32691193175,1135.92026367
7613.65173624651,1137.1164917
7612.9219339067,1138.39206543
7612.52668131342,1139.73392334
7611.91868834685,1140.71835938
7611.26825117688,1141.85556641
7610.48421124487,1143.25791016
7609.84008213375,1144.25314941
7609.2446759665,1145.65036621
7608.83766548398,1146.50827637
7608.1270000998,1147.87814941
7607.42256030275,1149.2258667
7606.73645865424,1150.39761963
7606.21437527904,1151.44510498
7605.49207088979,1152.73728027
7604.97623037136,1153.99405518
7604.29055305037,1155.18393555
7603.63534888756,1156.48972168
7602.98632648482,1157.39468994
7602.35560165944,1158.67172852
7601.69464717263,1159.99960938
7601.07020245449,1161.03122559
7600.45797315717,1162.46903076
7599.74888900953,1163.61594238
7599.22776433546,1164.67270508
7598.60976988044,1165.93912354
7597.99795369208,1167.106604
7597.25300349996,1168.29038086
7596.65347282118,1169.57773438
7596.02985601364,1170.73099365
7595.37607453992,1172.02884521
7594.71031101085,1173.13846436
7594.03857592809,1174.22391357
7593.53639547426,1175.60526123
7592.88302629351,1176.74289551
7592.12092397606,1177.86179199
7591.56459108174,1179.23105469
7590.86318123499,1180.30692139
7590.27072401317,1181.54208984
7589.56353934047,1182.80216064
7588.97130173942,1184.02634277
7588.38518538323,1185.17984619
7587.66626307068,1186.57932129
7587.20719729314,1187.51895752
7586.51869438844,1188.80948486
7585.7820180335,1189.70706787
7585.23864455564,1191.01834717
7584.53239718307,1192.32645264
7583.91076876866,1193.5887207
7583.19873129018,1194.64493408
7582.60746981891,1195.97208252
7582.00424641261,1197.10410156
7581.44936160132,1198.334021
7580.74385316751,1199.63199463
7580.12281207459,1200.74954834
7579.44764024476,1201.94138184
7578.81476749392,1203.22592773
7578.13986215094,1204.56235352
7577.60963977403,1205.3987793
7577.03133802682,1206.65854492
7576.31454856312,1207.78824463
7575.71232595014,1209.03964844
7575.0078346011,1210.42508545
7574.36971320756,1211.68485107
7573.71363253386,1212.70535889
7573.00951284916,1213.90146484
7572.43191302135,1215.06876221
7571.81223299074,1216.45834961
7571.1385574711,1217.79398193
7570.43493322368,1218.69376221
7569.87572429702,1219.94650879
7569.46088342607,1221.05130615
7568.73353025217,1222.33652344
7568.13251215953,1223.55777588
7567.41742199294,1224.8039917
7566.94878004084,1225.82150879
7566.19187464532,1227.17105713
7565.59126012453,1228.28128662
7564.99673266903,1229.54343262
7564.342274646,1230.62869873
7563.60389241329,1232.03934326
7563.05773614837,1233.17893066
7562.41558878624,1234.51791992
7561.71957137468,1235.66574707
7561.14966129159,1236.6946167
7560.45389354386,1237.87399902
7559.69828686452,1239.09262695
7559.17064187414,1240.43137207
7558.50519527693,1241.65256348
7557.93573627312,1242.69003906
7557.31244690881,1243.94614258
7556.56945799904,1245.13883057
7555.9344725082,1246.3251709
7555.31747289234,1247.54282227
7554.62876995222,1248.94083252
7554.00006820771,1249.99381104
7553.33553160786,1251.20493164
7552.69506733168,1252.2548584
7552.07866314069,1253.46500244
7551.38453045667,1254.84689941
7550.73841121427,1255.89902344
7550.13426271339,1256.99051514
7549.61395251456,1258.32340088
7548.77080333631,1259.48917236
7548.13111290056,1260.87375488
7547.4795696338,1261.99118652
7546.85202397754,1263.06699219
7546.24849722754,1264.22391357
7545.58532370248,1265.55533447
7544.98797614915,1266.4380249
7544.22353982254,1267.75174561
7543.58458660749,1269.28098145
7542.89802092552,1270.27536621
7542.35481755569,1271.61655273
7541.64459020048,1272.89169922
7541.0717481345,1273.83231201
7540.39154279292,1275.02536621
7539.61013308671,1276.3017334
7538.94219184453,1277.58963623
7538.46515392036,1278.67276611
7537.72583296785,1279.97769775
7537.01051305916,1281.17337646
7536.36685111772,1282.2895874
7535.7114082845,1283.49344482
7535.06793510469,1284.72366943
7534.37695887606,1285.82602539
7533.66826621399,1287.33328857
7533.07872864149,1288.29025879
7532.55480946419,1289.66678467
7531.70355485039,1290.77091064
7531.07866286494,1292.03415527
7530.39433852281,1293.12064209
7529.77561634746,1294.43460693
7529.07962579274,1295.57022705
7528.50274029626,1296.68833008
7527.83676554652,1298.23764648
7527.11142446977,1299.22946777
7526.37436176578,1300.24802246
7525.73251512332,1301.60983887
7524.97788741406,1302.77988281
7524.52041478057,1303.91464844
7523.90856770737,1305.09104004
7523.11274415039,1306.55344238
7522.54865492145,1307.57370605
7521.88964021544,1308.68503418
7521.24855824518,1309.92648926
7520.63130497703,1311.13999023
7519.95484792631,1312.28537598
7519.31406269753,1313.62900391
7518.6141027215,1314.60239258
7517.86683559052,1315.87351074
7517.15527970072,1317.21604004
7516.60987878486,1318.31442871
7515.89856080243,1319.53818359
7515.34737949042,1320.69052734
7514.51189929278,1321.99680176
7513.8068727279,1323.23105469
7513.256031079,1324.5036377
7512.71116288656,1325.44821777
7512.00647418432,1326.69174805
7511.34341462128,1327.83896484
7510.73374143328,1329.01755371
7510.08863806616,1330.3753418
7509.5915616508,1331.49533691
7508.82240877296,1332.65268555
7508.26046043102,1333.87155762
7507.43243954768,1335.02817383
7506.70510889281,1336.32419434
7506.06069735581,1337.51071777
7505.30412828348,1338.7013916
7504.76041279747,1339.95322266
7504.25812913357,1340.99631348
7503.54323570604,1342.40146484
7502.88166930033,1343.54538574
7502.42096986324,1344.68100586
7501.75369294993,1345.80917969
7501.16913947208,1347.0451416
7500.3368085125,1348.25314941
7499.66986948121,1349.43942871
7499.07389800172,1350.73752441
7498.38360406369,1351.85617676
7497.57543257812,1353.17319336
7497.01516632431,1354.23459473
7496.31341896247,1355.59702148
7495.6000711409,1356.88620605
7495.09904561389,1357.9994873
7494.40945046047,1359.14157715
7493.92623939149,1360.31418457
7493.28991493624,1361.63498535
7492.76562127931,1362.83395996
7492.23554037709,1363.87949219
7491.74668424584,1365.05246582
7491.30502688928,1366.20822754
7490.70446036789,1367.64133301
7490.02162890635,1368.77939453
7489.30355649705,1369.86337891
7488.83277963602,1371.24020996
7488.32085120616,1372.38352051
7487.65604731536,1373.4345459
7487.15023051228,1374.61325684
7486.42090735413,1375.92624512
7485.72709030047,1377.14133301
7485.14503171542,1378.509375
7484.62779126852,1379.62644043
7484.05766461996,1380.62973633
7483.4700186651,1381.84812012
7482.88246500796,1383.08933105
7482.17751584527,1384.40793457
7481.56078202693,1385.6644043
7481.12623333419,1386.78134766
7480.40395802843,1387.99472656
7479.71125573745,1389.15500488
7479.07734293663,1390.27744141
7478.39659690126,1391.52402344
7477.83328986874,1392.47531738
7477.1351613202,1393.96494141
7476.36093800649,1395.27084961
7475.88591915176,1396.37595215
7475.48129932591,1397.50473633
7474.74841432284,1398.67844238
7474.12710481546,1399.83603516
7473.6054892408,1400.92868652
7473.00182883858,1402.30478516
7472.63276155701,1403.47397461
7472.12890726209,1404.7190918
7471.48455740161,1405.83994141
7471.0101579776,1407.17624512
7470.43624482679,1408.54709473
7469.76881954223,1409.5262207
7469.2712086641,1410.64499512
7468.6566331401,1412.12253418
7468.09482492573,1413.10715332
7467.45113806847,1414.21994629
7466.67306559851,1415.67856445
7466.10567089649,1416.73935547
7465.39806034763,1417.92539063
7465.02964621902,1419.1935791
7464.07669690477,1420.4592041
7463.65002530247,1421.56882324
7463.15322931162,1422.67185059
7462.56301467878,1423.83603516
7461.92615929652,1425.10031738
7461.45881789668,1426.2034668
7460.99734690546,1427.49558105
7460.18559263669,1428.8119873
7459.63671000668,1429.96762695
7458.95949820784,1431.20090332
7458.19484162615,1432.54660645
7457.76880974978,1433.56723633
7457.18528479039,1434.83774414
7456.68354384791,1436.00534668
7456.08851538189,1437.05466309
7455.3011380167,1438.32285156
7454.75880842512,1439.54916992
7454.04164764871,1440.66574707
7453.56366032598,1441.76291504
7452.95166682868,1443.2572998
7452.17074991234,1444.3263916
7451.5706118294,1445.60214844
7451.13367859476,1446.80563965
7450.61526737142,1447.9279541
7449.76495069859,1449.2807373
7449.19436157663,1450.2659668
7448.44917976806,1451.6689209
7447.77982127407,1452.62399902
7447.19203563779,1453.92441406
7446.51125971303,1455.13706055
7445.9061797551,1456.50058594
7445.29544301236,1457.60544434
7444.53943618449,1458.7503418
7443.94052657365,1459.83530273
7443.17316195468,1461.24033203
7442.44078254071,1462.36813965
7441.90616905618,1463.53696289
7440.97070758089,1464.76413574
7440.5698905764,1466.00253906
7439.74510939513,1467.04489746
7439.21666109324,1468.31772461
7438.61863982665,1469.78879395
7438.26448151489,1470.73898926
7437.66661334048,1471.80600586
7437.1210392527,1473.10129395
7437.1384925024,1473.14121094
7437.30677064199,1473.00559082
7437.15584906348,1473.08041992
7437.10942528626,1473.16293945
7437.1384925024,1473.33395996
7436.93534938053,1473.39938965
7437.00496585144,1473.04624023
7437.05719520205,1473.08835449
7437.1210069891,1473.12119141
7436.84247564988,1473.21689453
7436.76702350586,1473.10935059
7436.84828220113,1472.98251953
7436.76124934198,1473.09262695
7436.63938095809,1473.30795898
7436.30282815619,1473.26816406
7436.38407670755,1473.22104492
7436.27960539137,1473.17233887
7436.38991480025,1473.07150879
7436.04754703398,1473.35544434
7435.98955887683,1473.12265625
7435.91409180666,1473.23129883
7435.92573427217,1473.05246582
7435.80973045195,1472.96494141
7435.62984620217,1473.3095459
7435.40943699565,1473.22495117
7435.50224266632,1473.11557617
7435.44426303481,1473.16171875
7435.42104563207,1473.06540527
7435.30499306227,1473.11142578
7435.2992211685,1473.12192383
7435.12516547847,1473.1833252
7435.18900858764,1473.08945313
7435.11936161766,1473.3708252
7435.13100159467,1473.00498047
7435.10778614823,1473.1277832
7435.08460311382,1473.04770508
7435.19481257832,1473.28964844
7435.41520906053,1472.98813477
7435.23537614548,1473.24814453
7435.29341701482,1473.34641113
7435.35719853803,1473.04916992
7435.2992211685,1473.25534668
7435.35139431497,1473.19748535
7435.31660137256,1473.21469727
7435.51385161368,1473.07504883
7435.60085527837,1473.0965332
7435.57183233047,1473.2293457
7435.55445091203,1473.08713379
7435.60085527837,1473.17844238
7435.49060152691,1473.04599609
7435.43842642682,1473.05722656
7435.45003515376,1473.08395996
7435.2992211685,1473.17319336
7435.12519772475,1473.21970215
